Gene_acc,Gene_id,SMp1,SMp2,SMp3,SMp4,NST1p1,NST1p2,NST1p3,NST1p4,Desc
599,Tb927.10.12490,390180.0,424700.0,431450.0,442790.0,343180.0,322710.0,326390.0,346410.0,"kinesin, putative"
600,Tb927.10.1250,567900.0,610080.0,535640.0,536470.0,492420.0,551520.0,495340.0,468010.0,"Aminoacyl-tRNA editing domain containing protein, putative"
601,Tb927.10.12500,111040.0,128290.0,101180.0,101540.0,94937.0,96316.0,96418.0,99589.0,"P-type H+-ATPase, putative"
602,Tb927.10.12510,4048800.0,4712900.0,3949900.0,4301300.0,3333800.0,3643400.0,3404100.0,3596400.0,"P-type H+-ATPase, putative"
603,Tb927.10.12520,2122.1,1319.1,3064.2,2560.0,927.4,2084.6,2432.4,1683.3,"hypothetical protein, conserved"
604,Tb927.10.12540,71409.0,73145.0,65193.0,91355.0,57257.0,57031.0,62823.0,60023.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
605,Tb927.10.12590,3366800.0,3582200.0,3028900.0,3099800.0,1997200.0,2007400.0,1859300.0,1838200.0,"hypothetical protein, conserved"
606,Tb927.10.1260,88870.0,89831.0,59043.0,87053.0,63086.0,65085.0,66045.0,73124.0,"aspartyl-tRNA synthetase, putative"
608,Tb927.10.12630,282650.0,288740.0,276210.0,314700.0,220340.0,242380.0,235620.0,256490.0,"hypothetical protein, conserved"
609,Tb927.10.12640,95711.0,106480.0,96333.0,93891.0,73221.0,73035.0,66265.0,81157.0,"chaperone protein DnaJ, putative"
610,Tb927.10.12660,917550.0,1046200.0,895260.0,997680.0,905570.0,879550.0,871090.0,895670.0,pumilio/PUF RNA binding protein 2
611,Tb927.10.12670,2243700.0,2751700.0,2171400.0,2067000.0,1853900.0,1429200.0,1385500.0,1566000.0,"hypothetical protein, conserved"
612,Tb927.11.9730,792500.0,780740.0,744510.0,777420.0,591410.0,648010.0,545630.0,536470.0,"60S ribosomal protein L34, putative"
613,Tb927.10.12690,20185.0,23934.0,22192.0,25652.0,15307.0,18006.0,18170.0,25342.0,"hypothetical protein, conserved"
614,Tb927.10.12700,1977900.0,2071800.0,1907100.0,2010300.0,1425100.0,1450800.0,1303600.0,1326600.0,"pyruvate dehydrogenase E1 alpha subunit, putative"
615,Tb927.10.12710,14663000.0,17743000.0,14162000.0,16813000.0,15180000.0,14649000.0,13609000.0,14158000.0,"heat shock protein 110, putative"
616,Tb927.10.12720,289330.0,343080.0,309150.0,337950.0,314690.0,289430.0,288880.0,309570.0,Bait On Hook 1
617,Tb927.10.1280,75506.0,64965.0,63805.0,50919.0,57992.0,44577.0,39456.0,62552.0,"Domain of unknown function (DUF4499), putative"
618,Tb927.10.12800,2784.2,3662.2,2674.8,2797.5,2607.9,3578.3,2757.2,2952.8,Zinc finger CCCH domain-containing protein 38
619,Tb927.10.12810,112140.0,124340.0,122180.0,97415.0,84573.0,78864.0,81190.0,76367.0,"cholinephosphate cytidylyltransferase A, putative"
620,Tb927.10.12820,5336400.0,5679500.0,4973300.0,5073200.0,4794900.0,5288000.0,4617600.0,4736700.0,"hypothetical protein, conserved"
621,Tb927.10.12840,4827000.0,5644300.0,4606900.0,4876500.0,4608500.0,4982700.0,4460200.0,4773300.0,mitochondrial carrier protein
622,Tb927.10.12850,45091.0,42481.0,34293.0,38330.0,30486.0,29518.0,30124.0,29554.0,ttaggg binding factor
623,Tb927.10.12860,336640.0,387720.0,347890.0,358660.0,334340.0,341290.0,321080.0,337990.0,"pre-RNA processing PIH1/Nop17, putative"
624,Tb927.10.12870,204590.0,217770.0,197630.0,222540.0,191060.0,199040.0,197830.0,188200.0,Basal body protein
625,Tb927.10.12890,3664300.0,4025200.0,3640600.0,3722800.0,3191000.0,3248400.0,3108400.0,3284200.0,"bifunctional aminoacyl-tRNA synthetase, putative"
626,Tb927.10.12920,38331.0,41842.0,34321.0,39533.0,32794.0,24171.0,28756.0,36640.0,Flagellum attachment zone protein 18
627,Tb927.10.12940,1362500.0,1455000.0,1277000.0,1480500.0,988270.0,1130800.0,1001800.0,1002500.0,predicted zinc finger protein
628,Tb927.10.12950,66124.0,76536.0,58155.0,67549.0,59272.0,71422.0,58697.0,63242.0,Basal body protein
629,Tb927.10.12960,4239500.0,5101900.0,4176300.0,4343900.0,4337900.0,4062600.0,3840400.0,4115000.0,Ras-related protein Rab5A
630,Tb927.10.12970,7645.6,7081.9,6921.4,6865.4,5175.9,6962.9,7706.6,6832.2,"AN1-like zinc finger, putative"
631,Tb927.10.12980,153160.0,167150.0,145390.0,170060.0,132160.0,138120.0,134020.0,141470.0,"Multisite-specific tRNA:(cytosine-C(5))-methyltransferase, putative"
632,Tb927.10.12990,9011.3,7964.2,8295.4,7181.6,12243.0,11667.0,11959.0,8609.0,predicted ankyrin repeat family protein
633,Tb927.10.13020,456170.0,470160.0,410530.0,435490.0,362050.0,348640.0,391220.0,325270.0,"Vacuolar protein sorting-associated protein 16 homolog, putative"
634,Tb927.10.13030,195190.0,222710.0,189090.0,209800.0,198950.0,188790.0,190550.0,183280.0,"cysteine peptidase, Clan CA, family C2, putative"
635,Tb927.10.13090,93916.0,101380.0,93961.0,92385.0,74621.0,60518.0,64194.0,67055.0,"PhoD-like phosphatase, putative"
636,Tb927.10.1310,79308.0,85625.0,70397.0,89186.0,58869.0,53282.0,49227.0,60545.0,"Domain of unknown function (DUF4042), putative"
637,Tb927.10.13100,101720.0,132100.0,103410.0,122790.0,93683.0,91401.0,79559.0,87034.0,Cytokinesis initiation factor 3
638,Tb927.10.13110,363700.0,366370.0,441590.0,340560.0,301800.0,350870.0,371510.0,366210.0,Outer arm dynein light chain 7
639,Tb927.10.13120,63536.0,72159.0,70403.0,75737.0,57315.0,50658.0,62435.0,61190.0,mitochondrial carrier protein
640,Tb927.10.13130,242860.0,284560.0,238720.0,250030.0,194270.0,203950.0,171180.0,196670.0,UTP-glucose-1-phosphate uridylyltransferase
641,Tb927.10.13140,11108.0,18439.0,12207.0,9318.5,15573.0,10911.0,11875.0,7687.2,"hypothetical protein, conserved"
642,Tb927.10.13180,788650.0,888870.0,796720.0,814110.0,731830.0,750370.0,716340.0,704960.0,"Nrap protein, putative"
643,Tb927.10.1320,289700.0,358110.0,277860.0,297780.0,287660.0,318190.0,330820.0,331850.0,"hypothetical protein, conserved"
644,Tb927.10.13220,26933.0,25999.0,26764.0,26975.0,21108.0,19854.0,18700.0,23065.0,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative"
645,Tb927.10.13230,32021.0,33853.0,32519.0,34792.0,30012.0,31306.0,30134.0,31998.0,"hypothetical protein, conserved"
646,Tb927.10.13250,320330.0,359700.0,355560.0,372240.0,654700.0,598150.0,647640.0,582470.0,"hypothetical protein, conserved"
647,Tb927.10.13280,3526700.0,3834600.0,3568400.0,3791500.0,3274400.0,3368600.0,3303800.0,3207600.0,"hypothetical protein, conserved"
648,Tb927.10.13290,280120.0,317960.0,286280.0,285690.0,249240.0,286760.0,284420.0,293060.0,ethanolamine phosphotransferase (EPT)
649,Tb927.10.13310,149010.0,143300.0,149440.0,152480.0,151710.0,146350.0,137670.0,142870.0,"DNA-directed RNA polymerase I subunit RPB5z, putative"
650,Tb927.10.13320,897160.0,981770.0,861610.0,1002700.0,843530.0,776700.0,891910.0,803520.0,"DNA-directed RNA polymerase II/III subunit, putative"
651,Tb927.10.13330,7997.9,11016.0,10091.0,9753.8,9227.1,7850.8,8206.5,8387.6,"paraflagellar rod component, putative"
652,Tb927.10.13360,2534300.0,2922600.0,2477900.0,2631200.0,2082600.0,2251200.0,2153400.0,2052100.0,"Elongation factor Tu, mitochondrial"
654,Tb927.10.13450,928190.0,1041700.0,858690.0,931500.0,719440.0,796820.0,749990.0,746960.0,"hypothetical protein, conserved"
655,Tb927.10.13480,492860.0,575200.0,512660.0,540160.0,418730.0,407920.0,376560.0,383370.0,"CAMK/CAMKL family protein kinase, putative"
656,Tb927.11.9710,3487400.0,3876800.0,3176500.0,3541000.0,3524700.0,3294900.0,3199800.0,3603900.0,"60S ribosomal protein L10a, putative"
657,Tb927.10.13510,1120900.0,1260500.0,1099400.0,1186300.0,943430.0,899210.0,899790.0,946550.0,"zinc metallopeptidase, putative"
658,Tb927.10.13517,135810.0,117630.0,115920.0,138380.0,143820.0,170190.0,102280.0,130730.0,"40S ribosomal protein S27-like, putative"
659,Tb927.10.13520,122830.0,143550.0,144830.0,129380.0,122000.0,130810.0,124670.0,104780.0,"Zn-finger in Ran binding protein and others/FYVE zinc finger, putative"
660,Tb927.10.13540,123920.0,140090.0,124660.0,134850.0,106180.0,116400.0,90323.0,106830.0,"RNA-binding protein, putative"
661,Tb927.10.13550,431550.0,520170.0,431620.0,483620.0,427010.0,423570.0,389310.0,418860.0,"hypothetical protein, conserved"
662,Tb927.10.13560,113080.0,140740.0,138320.0,130530.0,103910.0,107260.0,108420.0,107740.0,mevalonate-diphosphate decarboxylase
663,Tb927.10.14080,25190.0,33793.0,31664.0,26995.0,23618.0,34121.0,27375.0,22501.0,"RNA-binding protein 27, putative"
664,Tb927.10.13580,3881.0,5580.9,3685.4,6312.4,2472.8,3279.3,4198.5,4390.6,"major facilitator superfamily protein (MFS), putative"
665,Tb927.10.13600,100810.0,126040.0,100690.0,115640.0,99902.0,96876.0,90539.0,88840.0,Cardiolipin-dependent protein 18kDa
666,Tb927.10.13610,46868.0,50263.0,52626.0,42839.0,48644.0,45390.0,37558.0,50753.0,"zinc-finger of a C2HC-type/Double zinc ribbon, putative"
667,Tb927.10.13620,63069.0,60550.0,58310.0,55654.0,52708.0,52375.0,47246.0,51709.0,nadh-ubiquinone oxidoreductase 39 kda subunit
668,Tb927.10.13630,5731800.0,6491900.0,5600000.0,6112900.0,4928900.0,4826300.0,4713700.0,4792400.0,"glucosidase, putative"
669,Tb927.10.13650,354890.0,384960.0,363210.0,378950.0,257930.0,242910.0,240510.0,235930.0,"ADP-ribosylation factor-like protein 2-binding protein, putative"
670,Tb927.10.13660,66863.0,71980.0,61555.0,68145.0,44171.0,49535.0,46407.0,53064.0,"Domain of unknown function DUF21, putative"
671,Tb927.10.13670,753480.0,816570.0,753650.0,793620.0,617660.0,654970.0,655650.0,639540.0,serine/threonine protein phosphatase 5
672,Tb927.10.13710,2020900.0,2944100.0,2651100.0,2476900.0,2302600.0,2412400.0,2293700.0,2560800.0,"Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative"
673,Tb927.10.13720,1140500.0,1239500.0,1010100.0,1252900.0,900000.0,962590.0,967360.0,849970.0,"RNA-binding protein 29, putative"
674,Tb927.10.13730,377940.0,462160.0,379670.0,425700.0,322570.0,374650.0,338520.0,335950.0,"60S ribosomal protein L7, putative"
675,Tb927.10.13740,257290.0,255030.0,252030.0,253060.0,171950.0,176020.0,162280.0,167090.0,"synaptotagmin, putative"
676,Tb927.10.13790,9479800.0,10372000.0,9087800.0,10392000.0,7920400.0,7880500.0,7674500.0,8089900.0,"hypothetical protein, conserved"
677,Tb927.10.13800,2325200.0,2635800.0,2176100.0,2480900.0,1939900.0,1962100.0,1913500.0,1906200.0,"hypothetical protein, conserved"
678,Tb927.10.13830,141410.0,152860.0,155150.0,151820.0,119100.0,126730.0,126700.0,121540.0,Presequence translocase-associated motor 27
679,Tb927.10.13840,51501.0,55590.0,51888.0,49728.0,44806.0,40782.0,37366.0,44699.0,"Domain of unknown function (DUF4475), putative"
680,Tb927.10.13850,123940.0,161710.0,138750.0,148950.0,95003.0,85166.0,107140.0,103240.0,"ATP12 chaperone protein, putative"
681,Tb927.10.13860,403430.0,454320.0,345440.0,409210.0,335850.0,339340.0,303820.0,316540.0,GPI-anchor transamidase subunit 8 (GPI8)
682,Tb927.10.13870,0.0,0.0,0.0,4201.5,4233.8,0.0,0.0,4526.5,"tubulin tyrosine ligase protein, putative"
683,Tb927.10.13880,108740.0,119260.0,103410.0,130180.0,101370.0,109510.0,99048.0,112850.0,"hypothetical protein, conserved"
684,Tb927.10.1390,2413900.0,2935200.0,2350000.0,2636100.0,2101900.0,2138200.0,2199800.0,2213700.0,Hypoxanthine-guanine-xanthine phosphoribosyltransferase
685,Tb927.10.13930,149620.0,162440.0,140810.0,156620.0,126380.0,113400.0,130280.0,118220.0,"phosphatidic acid phosphatase, putative"
686,Tb927.10.13950,2491600.0,2828400.0,2363100.0,2438600.0,2025800.0,2117300.0,1937400.0,1979700.0,"tubulin-specific chaperone, putative"
687,Tb927.10.13960,528740.0,655100.0,590340.0,618990.0,578510.0,595660.0,524330.0,491520.0,paralyzed flagella protein 20
688,Tb927.10.13970,349880.0,362130.0,328960.0,326820.0,293380.0,283840.0,295950.0,274640.0,"uracil-DNA glycosylase, putative"
689,Tb927.10.13980,12002.0,12026.0,9776.3,13434.0,10609.0,10562.0,10482.0,9646.2,"btb/poz domain containing protein, putative"
690,Tb927.10.1470,2337200.0,2824200.0,2480800.0,2399800.0,2155300.0,2126900.0,2028400.0,2090700.0,hypoxanthine-guanine phosphoribosyltransferase
691,Tb927.10.14000,736960.0,813420.0,773550.0,771700.0,604660.0,617030.0,551590.0,548750.0,aconitase
692,Tb927.10.14010,2188300.0,2231400.0,2082100.0,2372000.0,1473400.0,1677600.0,1505600.0,1590100.0,tubulin cofactor C domain-containing protein RP2
693,Tb927.10.14020,108240.0,107530.0,102600.0,100720.0,248530.0,227810.0,241070.0,222860.0,"hypothetical protein, conserved"
694,Tb927.10.14030,2433900.0,2746200.0,2489000.0,2517100.0,2019800.0,2091200.0,1983200.0,1987000.0,"hypothetical protein, conserved"
695,Tb927.10.14040,657600.0,692820.0,570530.0,728060.0,539180.0,568010.0,598370.0,569120.0,"vacuolar ATP synthase subunit c, putative"
696,Tb927.10.14110,165560.0,192990.0,168220.0,165090.0,126370.0,118830.0,116090.0,111720.0,"13 kDa deflagellation-inducible protein, putative"
697,Tb927.10.14130,222770.0,229830.0,216120.0,209120.0,187910.0,186170.0,178280.0,177950.0,"SRP19 protein, putative"
698,Tb927.10.14140,16762000.0,19759000.0,16399000.0,16688000.0,15636000.0,15822000.0,15230000.0,15354000.0,pyruvate kinase 1
699,Tb927.10.14150,5675800.0,6461600.0,5472600.0,5812700.0,5381700.0,5282800.0,5106400.0,4971800.0,EnigmRBP1
700,Tb927.10.14160,49300.0,66891.0,71535.0,76556.0,80312.0,86798.0,69686.0,64066.0,Aquaglyceroporin 3
701,Tb927.10.14170,663580.0,699050.0,591070.0,651490.0,553550.0,584300.0,534830.0,495120.0,aquaglyceroporin 2
702,Tb927.10.14180,485200.0,588900.0,496440.0,595230.0,449040.0,405580.0,393370.0,350900.0,protein transport protein SEC13
703,Tb927.10.14190,65071.0,46259.0,53815.0,50107.0,52776.0,54864.0,45514.0,41781.0,"hypothetical protein, conserved"
704,Tb927.10.1420,565650.0,687760.0,567110.0,616400.0,559070.0,566810.0,534080.0,560670.0,"metallo-peptidase, Clan MG, Family M24"
705,Tb927.10.14200,182010.0,199130.0,186480.0,208180.0,164820.0,150050.0,161280.0,153900.0,syntaxin 5
706,Tb927.10.14210,3967.6,6562.5,4889.1,4403.3,4680.5,2984.7,3393.1,4663.9,TFIIH basal transcription factor subunit
707,Tb927.10.14220,105700.0,123580.0,111520.0,118300.0,91198.0,103650.0,101750.0,108720.0,"hypothetical protein, conserved"
708,Tb927.10.14230,48951.0,59143.0,58375.0,60809.0,58075.0,57372.0,53659.0,60810.0,"hypothetical protein, conserved"
709,Tb927.10.14240,2295700.0,2620300.0,2281100.0,2341700.0,1863500.0,1794100.0,1814500.0,2011400.0,N-myristoyltransferase
710,Tb927.10.14270,9035.3,10761.0,10062.0,8336.3,19278.0,18325.0,16707.0,17247.0,"TFIIF-stimulated CTD phosphatase, putative"
711,Tb927.10.14280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mitochondrial carrier protein
712,Tb927.10.1430,1317000.0,1530300.0,1237700.0,1384600.0,1111000.0,1211700.0,1151700.0,1061600.0,"hypothetical protein, conserved"
713,Tb927.10.14300,243030.0,287940.0,269310.0,274370.0,260730.0,249100.0,276800.0,260720.0,"MEKK-related kinase 1, putative"
714,Tb927.10.14320,720420.0,829950.0,735090.0,782720.0,628570.0,657970.0,673270.0,649420.0,Flagellum attachment zone protein 9
715,Tb927.10.14330,915640.0,1001800.0,932150.0,902920.0,927960.0,840890.0,861130.0,807530.0,"Utp14 protein, putative"
716,Tb927.10.14340,348420.0,419980.0,332800.0,364330.0,282150.0,301710.0,306200.0,304340.0,"hypothetical protein, conserved"
717,Tb927.10.14360,626200.0,685210.0,636390.0,650900.0,550360.0,578970.0,547520.0,620770.0,U2 small nuclear ribonucleoprotein 40K
718,Tb927.10.14380,242080.0,286430.0,238520.0,296280.0,233490.0,243490.0,211410.0,252100.0,"Hsp70 protein, putative"
719,Tb927.10.14390,2138500.0,2328500.0,2063200.0,2075800.0,1764900.0,1812400.0,1749200.0,1689500.0,FACT complex subunit POB3
721,Tb927.10.14430,28490.0,33122.0,27990.0,30865.0,28658.0,19224.0,37934.0,40579.0,"hypothetical protein, conserved"
722,Tb927.10.14460,86718.0,103270.0,99695.0,101870.0,87362.0,84514.0,92343.0,88378.0,"leucine-rich repeat protein (LRRP), putative"
723,Tb927.10.14470,3491500.0,3973500.0,3428500.0,3744000.0,3344100.0,3211600.0,3133100.0,2986600.0,intraflagellar transport protein 140
724,Tb927.10.14480,140120.0,148160.0,141080.0,154650.0,109070.0,105760.0,117350.0,103420.0,"hypothetical protein, conserved"
725,Tb927.10.1450,1083300.0,1211100.0,1026700.0,1080200.0,977060.0,983480.0,900010.0,880970.0,Centrin arm-associated protein 1
726,Tb927.10.14500,7523400.0,8846500.0,7481200.0,8435200.0,6413700.0,7591900.0,6247600.0,6193400.0,"hypothetical protein, conserved"
727,Tb927.10.14510,745090.0,859240.0,784610.0,792120.0,602570.0,679780.0,634090.0,640370.0,"root hair defective 3 GTP-binding protein (RHD3), putative"
728,Tb927.10.14520,516530.0,582670.0,482740.0,549880.0,406330.0,440050.0,413980.0,416850.0,Basal body protein
729,Tb927.10.14530,1099800.0,1183000.0,1085800.0,1162600.0,952060.0,1027000.0,908600.0,951970.0,19S proteasome non-atpase subunit 8
730,Tb927.10.14550,1604900.0,1719600.0,1500700.0,1668200.0,1410700.0,1227500.0,1236100.0,1435400.0,ATP-dependent RNA helicase HEL67
731,Tb927.10.14560,104030.0,141100.0,123420.0,124890.0,108020.0,110950.0,128270.0,111770.0,"TPR repeat, putative"
732,Tb927.10.14570,1056700.0,1133900.0,1023100.0,1068400.0,988800.0,947770.0,951630.0,1005600.0,"kinesin motor domain containing protein, putative"
733,Tb927.11.4820,2144300.0,2804400.0,2315700.0,2776200.0,2730100.0,2488800.0,2194600.0,2363800.0,"60S ribosomal protein L17, putative"
734,Tb927.10.14590,152660.0,175640.0,161150.0,184590.0,133020.0,127820.0,116180.0,123060.0,"Protein of unknown function (DUF1279), putative"
735,Tb927.10.14710,27743000.0,33507000.0,27995000.0,27908000.0,29092000.0,28164000.0,25672000.0,25920000.0,"40S ribosomal protein S2, putative"
736,Tb927.10.14610,1655500.0,1803600.0,1644600.0,1685300.0,1355900.0,1387500.0,1415300.0,1382300.0,"leucine-rich repeat protein (LRRP), putative"
737,Tb927.10.14640,45070.0,40097.0,44250.0,39697.0,33884.0,29989.0,32045.0,35351.0,"Rtf2 RING-finger, putative"
738,Tb927.10.14650,10555.0,15836.0,12070.0,12790.0,7946.9,7847.5,6305.6,11199.0,"hypothetical protein, conserved"
739,Tb927.10.14660,19523.0,21439.0,16881.0,17303.0,13278.0,17174.0,15576.0,16661.0,"hypothetical protein, conserved"
740,Tb927.10.14680,113460.0,175480.0,115130.0,147450.0,120860.0,123980.0,129380.0,123020.0,"ribosome biogenesis protein, putative"
741,Tb927.10.14690,981190.0,1113500.0,956740.0,971930.0,803420.0,780230.0,866310.0,842820.0,"syntaxin, putative"
742,Tb927.10.14700,808590.0,1049100.0,865440.0,883520.0,675870.0,611890.0,603570.0,595100.0,"hypothetical protein, conserved"
743,Tb927.10.14720,375000.0,437460.0,385860.0,376780.0,341080.0,318540.0,297990.0,322360.0,peroxin 13
744,Tb927.10.14730,719710.0,743790.0,651850.0,693840.0,575690.0,546110.0,558990.0,565940.0,"chaperone protein DnaJ, putative"
745,Tb927.10.14740,4645600.0,5244900.0,4555700.0,4747800.0,3792700.0,3635200.0,3677400.0,3445500.0,"hypothetical protein, conserved"
746,Tb927.10.14750,968070.0,1066500.0,925370.0,998500.0,825060.0,727070.0,780970.0,722860.0,"fibrillarin, putative"
747,Tb927.10.14760,460780.0,471130.0,430120.0,442090.0,351800.0,369980.0,311550.0,298350.0,"clathrin light chain, putative"
748,Tb927.10.14770,2676500.0,2998100.0,2590600.0,2728700.0,2114100.0,2153200.0,2054600.0,2269100.0,Associated kinase of Tb14-3-3
749,Tb927.10.14780,1272000.0,1481800.0,1246900.0,1277500.0,1075900.0,995500.0,1039200.0,1071000.0,Canertinib-binding protein kinase 1
750,Tb927.10.14790,8213100.0,9353600.0,7619000.0,9142100.0,7774900.0,8226300.0,7422000.0,7189700.0,"metallo-peptidase, Clan MG, Family M24"
751,Tb927.10.14810,676480.0,709500.0,675200.0,733950.0,642000.0,630330.0,563160.0,602800.0,"multiprotein-bridging factor 1, putative"
752,Tb927.10.14840,1839600.0,2007600.0,1824200.0,1967200.0,1399600.0,1750900.0,1537100.0,1388700.0,Mitochondrial ADP/ATP carrier protein 5a
753,Tb927.10.14860,281850.0,303110.0,279130.0,291490.0,178260.0,194740.0,171980.0,182090.0,NADH-ubiquinone oxidoreductase B14 subunit
754,Tb927.10.14870,116540.0,111120.0,108120.0,100220.0,80814.0,86884.0,70566.0,65997.0,"hypothetical protein, conserved"
755,Tb927.10.14880,104660.0,99341.0,98991.0,107940.0,99357.0,102750.0,107610.0,107090.0,centrosomal protein of 104 kDa
756,Tb927.10.1490,2287500.0,2485900.0,2073000.0,2259200.0,1773000.0,1694000.0,1729700.0,1808000.0,"Temperature dependent protein affecting M2 dsRNA replication, putative"
757,Tb927.10.14910,577870.0,624130.0,561600.0,614580.0,506180.0,481320.0,538790.0,455100.0,"Sarcalumenin, putative"
758,Tb927.10.14930,264740.0,293940.0,245880.0,282730.0,225820.0,218860.0,215300.0,230900.0,Zinc finger CCCH domain-containing protein 39
759,Tb927.10.14950,793950.0,858580.0,715910.0,840470.0,616980.0,600940.0,539130.0,604270.0,Zinc finger CCCH domain-containing protein 40
760,Tb927.10.14980,3063600.0,3246000.0,2816200.0,2955000.0,2603900.0,2639200.0,2483400.0,2510700.0,intraflagellar transport protein 52
761,Tb927.10.14990,2941300.0,3278500.0,2905700.0,3063000.0,2625400.0,2623500.0,2532100.0,2567000.0,intraflagellar transport protein 80
762,Tb927.10.1500,6307900.0,7517100.0,6672800.0,6867600.0,5885900.0,5865200.0,5724200.0,5527000.0,"methionyl-tRNA synthetase, putative"
763,Tb927.10.15000,1933400.0,2304800.0,2003600.0,2115400.0,1677300.0,1698900.0,1635900.0,1671300.0,"hypothetical protein, conserved"
764,Tb927.10.15010,7000.9,8273.6,7500.2,8204.5,4476.6,4664.9,3374.5,3924.2,"lipoic acid synthetase, mitochondrial precursor, putative"
765,Tb927.10.15080,28805.0,30240.0,25771.0,28299.0,21076.0,21887.0,19693.0,22908.0,WD40 Repeat 1
766,Tb927.10.1510,6703400.0,7634700.0,6586700.0,7395400.0,5850600.0,5921000.0,5603500.0,5812100.0,CCR4-NOT transcription complex subunit 1
767,Tb927.2.5910,14354000.0,16298000.0,14502000.0,15966000.0,12238000.0,12492000.0,11623000.0,12462000.0,"40S ribosomal protein S13, putative"
768,Tb927.10.15130,144260.0,146130.0,159340.0,164810.0,94924.0,120930.0,131470.0,120080.0,"Vesicle-trafficking protein SEC22, putative"
769,Tb927.10.15160,209340.0,231360.0,198770.0,214350.0,188220.0,184420.0,180710.0,173800.0,"hypothetical protein, conserved"
770,Tb927.10.15170,476150.0,556020.0,533120.0,536210.0,426370.0,451360.0,488300.0,471980.0,"hypothetical protein, conserved"
771,Tb927.10.15180,3607000.0,3472500.0,3101400.0,3782700.0,2983400.0,2862700.0,3046000.0,3179400.0,"nucleosome assembly protein, putative"
772,Tb927.10.1520,330780.0,404570.0,327730.0,390780.0,339430.0,320420.0,309420.0,310240.0,"ras-related protein Rab21, putative"
773,Tb927.10.15200,80130.0,97100.0,93374.0,84602.0,62539.0,58950.0,49328.0,58807.0,"Predicted coiled-coil domain-containing protein (DUF2360), putative"
774,Tb927.10.15210,15734.0,15165.0,15820.0,14042.0,17562.0,11246.0,18250.0,17901.0,nuclear cap binding complex subunit CBP30
775,Tb927.10.15280,222100.0,268480.0,254570.0,267470.0,208070.0,203670.0,174940.0,206240.0,"Domain of Unknown Function (DUF1042), putative"
776,Tb927.10.15290,241500.0,250370.0,220420.0,258320.0,191470.0,192100.0,181660.0,182800.0,"tubulin binding cofactor c, putative"
777,Tb927.10.15300,63175.0,63482.0,63111.0,64562.0,54517.0,76583.0,66785.0,72304.0,"Calcium/calmodulin-dependent protein kinase kinase, putative"
778,Tb927.10.15310,192500.0,246810.0,233930.0,255710.0,234930.0,219640.0,240540.0,250130.0,"hypothetical protein, conserved"
779,Tb927.10.15320,8895.5,5435.0,5576.0,7893.5,5298.3,5862.0,5131.0,7762.9,"hypothetical protein, conserved"
780,Tb927.10.15330,1331000.0,1524700.0,1376700.0,1449100.0,1228800.0,1308200.0,1126400.0,1191100.0,"CYTH domain containing protein, putative"
781,Tb927.10.15350,1237400.0,1334200.0,1002900.0,1112300.0,1006000.0,1008800.0,881350.0,947640.0,histone H3 variant V
782,Tb927.10.15360,1211500.0,1401000.0,1211200.0,1287700.0,1031600.0,1040400.0,1010200.0,1027600.0,"hypothetical protein, conserved"
783,Tb927.10.1540,518250.0,589640.0,473960.0,552920.0,394640.0,414870.0,368570.0,406010.0,"zinc finger protein family member, putative"
784,Tb927.10.15410,14467.0,18327.0,15054.0,16781.0,12791.0,14145.0,12903.0,12433.0,glycosomal malate dehydrogenase
785,Tb927.10.15420,4410.8,4805.0,3731.2,4517.1,4558.7,3112.3,2628.9,4034.4,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5, putative"
786,Tb927.10.15430,262890.0,284680.0,231140.0,258930.0,205200.0,206200.0,196820.0,210710.0,"Ankyrin repeats (3 copies), putative"
787,Tb927.10.15440,354150.0,357000.0,331780.0,360360.0,261290.0,330310.0,299820.0,294280.0,"hypothetical protein, conserved"
788,Tb927.10.15470,189920.0,220650.0,206780.0,227070.0,171280.0,161110.0,153200.0,151140.0,"hypothetical protein, conserved"
789,Tb927.10.15480,26449.0,28004.0,25360.0,29950.0,25649.0,23137.0,28234.0,23868.0,"transporter, putative"
790,Tb927.10.15490,11520.0,16347.0,13374.0,14266.0,13231.0,11575.0,12536.0,14797.0,"GDP-mannose 4,6 dehydratase"
791,Tb927.10.1550,3175500.0,3449300.0,3142400.0,3320500.0,2753300.0,2760900.0,2484400.0,2549400.0,proteasome regulatory non-ATP-ase subunit 5
792,Tb927.10.15510,3686.1,2695.3,3686.7,2102.4,2645.9,4406.5,1901.5,3456.1,"hypothetical protein, conserved"
793,Tb927.10.15520,2320200.0,2564500.0,2316100.0,2435900.0,2182900.0,2131800.0,2050000.0,1994900.0,"signal recognition particle protein, putative"
794,Tb927.10.15530,3130000.0,3674400.0,3277500.0,3503500.0,2853200.0,2949000.0,2717000.0,2768700.0,"ABC transport system ATP-binding protein, putative"
795,Tb927.10.15540,115260.0,147900.0,120220.0,130210.0,118960.0,114790.0,120050.0,118760.0,predicted VPS53-like domain protein
796,Tb927.10.15570,20428.0,22315.0,21009.0,17370.0,16356.0,17432.0,18240.0,14732.0,"transcription factor IIa, putative"
